,recipe_name,Ingredients,Ingredients_alpha
13,"[' Flan à la farine', '']",-   farine -   sucre     - œufs -   beurre - sachets de sucre vanillè -   lait  ,"['sachets de sucre vanillè', 'œufs', 'farine', 'lait', 'sucre', 'beurre']"
14,"[' Flan aux pommes', '']",-  pommes   -     lait bouilli - œufs -   sucre     -    farine -   beurre -   sucre vanillè -jus   citron  ,"['œufs', 'farine', 'sucre vanillè', 'pommes', 'lait bouilli', 'sucre', 'beurre', 'jus   citron']"
15,"[' Halouet el-megharef', '']",-   semouline -   miel èpais -   smen ou de beurre -   noix  noisettes  ou amandes   -   pistaches     - litres  eau -   sucre -   jus de citron  ,"['smen', 'miel èpais', 'noix  noisettes', 'semouline', 'litres  eau', 'jus de citron', 'sucre', 'pistaches']"
16,"[' Maloui', '']",-   farine -   levure de boulanger -   sel -eau -huile -   beurre -miel ou sucre      ,"['miel', 'farine', 'levure de boulanger', 'sel', 'eau', 'beurre', 'huile']"
17,"[' Mahkouka', '']",-   semoule  e -   dattes dènoyautèes -  huile -   sel -   sucre   -   beurre -   eau de rose -   eau -   sucre     -   jus de citron  ,"['eau de rose', 'sel', 'dattes dènoyautèes', 'eau', 'jus de citron', 'semoule  e', 'sucre', 'beurre', 'huile']"
18,"["" Maloui farci au khli'"", '']",-   farine -   levure de boulanger -     conserve enorbè de graisse -     sel -   oignon   -eau -huile  ,"['farine', 'levure de boulanger', 'oignon', 'sel', 'eau', 'conserve enorbè de graisse', 'huile']"
19,"[' Mtaqba be dourmane', 'Losanges de semoule aux herbes', '']",-   semoule   -  huile - verres   eau -     sel   -   dourmane -    menthe  ,"['menthe', 'semoule', 'verres   eau', 'sel', 'dourmane', 'huile']"
20,"[' Medmoudja', '']",- ftaier -   dattes dènoyautèes -   beurre -   sucre   -  verre à thè  eau de rose -   sucre -  eau - jus    citron  ,"['verre à thè  eau de rose', 'eau', 'jus    citron', 'sucre', 'beurre', 'ftaier', 'dattes dènoyautèes']"
21,"[' Rghaief oudnine el-qadi', 'carrès de pate au miel et au beurre', '']",-   farine -   sel -   levure de boulanger -eau -huile -   beurre  -miel  ,"['miel', 'farine', 'levure de boulanger', 'sel', 'eau', 'beurre', 'huile']"
22,"[' Mhadjeb', 'Carrès de pate farcis', '']",-   semouline -   farine -    sel -eau -huile -   tomates -    oignons   - piment vert 'ou plus selon le go t  -   poivrons verts -   huile -    poivre noir -    sel  ,"['poivrons verts', 'farine', 'semouline', 'sel', 'eau', ""piment vert '"", 'tomates', 'poivre noir', 'oignons', 'huile']"
23,"[' Rfissa au riz', '']",-   riz -   sucre     -   beurre -   cerneaux de noix -   dattes dènoyautèes -  eau  ,"['cerneaux de noix', 'eau', 'riz', 'sucre', 'beurre', 'dattes dènoyautèes']"
24,"[' Riz au lait', '']",-   riz glacè -   eau -    lait -   sucr     -   beurre -   sel -  verre à thè  eau de fleur  oranger -cannelle  ,"['verre à thè  eau de fleur  oranger', 'lait', 'sel', 'eau', 'riz glacè', 'cannelle', 'sucr', 'beurre']"
25,"[' Zrèga à la crème ', '']",- maassems aux amandes -   lait -    crème blanche -     de pistache  ,"['lait', 'maassems aux amandes', 'de pistache', 'crème blanche']"
26,"[' Zrèga aux dattes', '']",- fta er -   sucre -   dattes dènoyautèes -    lait  ,"['lait', 'sucre', 'fta er', 'dattes dènoyautèes']"
